dataset_name,image_path,label_path,image_id,image_width,image_height,gt_count,invalid_yolo_row_count,readable,controlled_gt_count_group,selected_source
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6710-1365-1_png_jpg.rf.72eaf091d66fb278f2910d48eff71825.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6710-1365-1_png_jpg.rf.72eaf091d66fb278f2910d48eff71825.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6710-1365-1_png_jpg.rf.72eaf091d66fb278f2910d48eff71825,160,140,1,0,True,one,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6711-1380-1_png_jpg.rf.2f65d57758a6267a2ef0fffc4f4d2b15.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6711-1380-1_png_jpg.rf.2f65d57758a6267a2ef0fffc4f4d2b15.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6711-1380-1_png_jpg.rf.2f65d57758a6267a2ef0fffc4f4d2b15,160,140,0,0,True,zero,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6777-12915-1_png_jpg.rf.55d055316c729b1ae6c526ec4fb16ca5.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6777-12915-1_png_jpg.rf.55d055316c729b1ae6c526ec4fb16ca5.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6777-12915-1_png_jpg.rf.55d055316c729b1ae6c526ec4fb16ca5,160,140,1,0,True,one,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png_jpg.rf.0c881a5ebfc9b4fac23d2b2318731a34.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png_jpg.rf.0c881a5ebfc9b4fac23d2b2318731a34.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png_jpg.rf.0c881a5ebfc9b4fac23d2b2318731a34,160,140,1,0,True,one,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png_jpg.rf.c2b8d79ec4f401a0258fcd3840860359.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png_jpg.rf.c2b8d79ec4f401a0258fcd3840860359.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6812-14700-1_png_jpg.rf.c2b8d79ec4f401a0258fcd3840860359,160,140,1,0,True,one,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6821-14850-1_png_jpg.rf.1d65e5761d47ec92be5f94416b7138b6.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6821-14850-1_png_jpg.rf.1d65e5761d47ec92be5f94416b7138b6.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6821-14850-1_png_jpg.rf.1d65e5761d47ec92be5f94416b7138b6,160,140,1,0,True,one,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png_jpg.rf.36c49bbff2cc5f071d8c112ece5d7c23.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png_jpg.rf.36c49bbff2cc5f071d8c112ece5d7c23.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png_jpg.rf.36c49bbff2cc5f071d8c112ece5d7c23,160,140,1,0,True,one,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png_jpg.rf.f07a68e24c53e3d803da5d3041443dee.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png_jpg.rf.f07a68e24c53e3d803da5d3041443dee.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6824-14940-1_png_jpg.rf.f07a68e24c53e3d803da5d3041443dee,160,140,0,0,True,zero,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png_jpg.rf.8ba7ffd12ad6e5ab9ef1aa04ea1ad19a.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png_jpg.rf.8ba7ffd12ad6e5ab9ef1aa04ea1ad19a.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6825-15000-1_png_jpg.rf.8ba7ffd12ad6e5ab9ef1aa04ea1ad19a,160,140,0,0,True,zero,controlled_equal_gt_count_sampling
dataset2_honeybee,data/raw/dataset2_honeybee/valid/images/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png_jpg.rf.045d24ed210438388cadfcbd9290c527.jpg,data/raw/dataset2_honeybee/valid/labels/2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png_jpg.rf.045d24ed210438388cadfcbd9290c527.txt,2017-08-28_09-30-00-1_500_dirty_glass-mp4-bee_id_6878-17595-1_png_jpg.rf.045d24ed210438388cadfcbd9290c527,160,140,1,0,True,one,controlled_equal_gt_count_sampling
